,Unnamed: 0,Text,Pronoun,Pronoun-offset,Answer,Answer-offset,Possible answers
149,149,"In his subsequent works Boulez relinquished electronics, although Griffiths suggests that in sur Incises the choice of like but distinct instruments, widely spread across the platform, allowed Boulez to create effects of harmonic, timbral and spatial echo for which he had previously needed electronic means .",he,265,Boulez,265,"['Boulez', 'Griffiths', 'Boulez']"
150,150,"Boulez later turned to the German playwright Heiner ller, who was working on a reduction of Aeschylus's Oresteia when he died in 1995, again without leaving anything usable .",he,117,Heiner ller,117,"['Boulez', 'Heiner ller']"
151,151,"In a 1996 interview Boulez said that he was thinking of Edward's The War Plays or Lear, ""but only thinking"" .",he,36,Boulez,36,"['Boulez', 'Edward', 'Lear']"
152,152,"Jonathan points out that, over the decades, Boulez's writings addressed very different readerships: in the 1950s the cultured Parisian attendees of the Domaine musical; in the 1960s the specialised avant-garde composers and performers of the Darmstadt and Basel courses; and, between 1976 and 1995, the highly literate but non-specialist audience of the lectures he gave as Professor of the Coll ge de France .",he,362,Jonathan,362,"['Jonathan', 'Boulez']"
153,153,"Jonquil's death in 1969 precipitated Leiber's permanent relocation to San Francisco and exacerbated his longstanding alcoholism after twelve years of fellowship in Alcoholics Anonymous; however, he would gradually regain relative sobriety over the next two decades .",he,194,Leiber,194,"['Jonquil', 'Leiber']"
154,154,"In 1992, the last year of his life, Leiber married his second wife, Margo, a journalist and poet with whom he had been friends for many years .",he,106,Margo,106,"['Leiber', 'Margo']"
155,155,"Ellison on occasion used the pseudonym Cordwainer to alert members of the public to situations in which he felt his creative contribution to a project had been mangled beyond repair by others, typically Hollywood producers or studios .",he,103,Ellison,103,"['Ellison', 'Cordwainer']"
156,156,"Priest claims that he submitted a story at Ellison's request, which Ellison retained for several months until Priest withdrew the story and demanded that Ellison return the manuscript .",he,18,Priest,18,"['Priest', 'Ellison', 'Ellison', 'Priest', 'Ellison']"
157,157,"Ellison won eight Hugo Awards, a shared award for the screenplay of A Boy and his Dog that he counted as ""half a Hugo"", and two special awards from annual World SF Conventions; four Nebula Awards of the Science Fiction and Fantasy Writers of America ; five Bram Stoker Awards of the Horror Writers Association ; two Edgar Awards of the Mystery Writers of America; two World Fantasy Awards from annual conventions; and two Georges M li s fantasy film awards .",he,90,Ellison,90,"['Ellison', 'Hugo']"
158,158,"Robert named a character in his first novel, Revolt on Alpha C, for Ellison, who was Silverberg's neighbor in New York City at the time he was writing the book .",he,135,Ellison,135,"['Robert', 'Ellison', 'Silverberg']"
159,159,"Her brother, Max , had been an American consul in Japan, but he died along with his wife Alice during the 1923 Great Kant earthquake in 1923 .",he,60,Max,60,"['Max', 'Alice']"
160,160,Asimov described Carl as one of only two people he ever met whose intellect surpassed his own .,he,47,Carl,47,"['Asimov', 'Carl']"
161,161,"In the early 1950s, when Frank was a reporter, he interviewed Vance, and the men became friends .",he,46,Frank,46,"['Frank', 'Vance']"
162,162,"Although Vance had stated Lurulu would be his final book, he subsequently completed an autobiography, which was published in July 2009 .",he,57,Lurulu,57,"['Vance', 'Lurulu']"
163,163,"When asked about literary influences, Vance most often cited Jeffery, a writer of adventure books, whose style of ""high"" language he mentions ; P .",he,129,Jeffery,129,"['Vance', 'Jeffery']"
164,164,"Siegel later estimated that he had spent 9 to 10 days filming, while Totten had spent 25 days .",he,27,Siegel,27,"['Siegel', 'Totten']"
165,165,Taylor commented on its use when he received the DGA's Robert .,he,32,Taylor,32,"['Taylor', 'Robert']"
166,166,"Andrei was born in the village of Zavrazhye in the Yuryevetsky District of the Ivanovo Industrial Oblast to the poet and translator Arseny, a native of Yelisavetgrad, Kherson Governorate, and Maria, a graduate of the Maxim Gorky Literature Institute who later worked as a corrector; she was born in Moscow in the Dubasov family estate .",she,282,Maria,282,"['Andrei', 'Arseny', 'Maria']"
167,167,Tarkovsky's relationship with cinematographer Georgy deteriorated to the point where he hired Alexander as a new first cinematographer .,he,84,Georgy,84,"['Tarkovsky', 'Georgy', 'Alexander']"
168,168,"During the summer of 1979, Tarkovsky traveled to Italy, where he shot the documentary Voyage in Time together with his long-time friend Tonino .",he,61,Tarkovsky,61,"['Tarkovsky', 'Tonino']"
169,169,"Tarkovsky returned to Italy in 1980 for an extended trip, during which he and Guerra completed the script for the film Nostalghia .",he,70,Tarkovsky,70,"['Tarkovsky', 'Guerra']"
170,170,"The list has also no films or directors from Tarkovsky's native Russia, although he rated Soviet directors such as Boris, Sergei and Alexander highly .",he,80,Tarkovsky,80,"['Tarkovsky', 'Boris', 'Sergei', 'Alexander']"
171,171,"Badalamenti scored films such as Gordon's War, and Law and Disorder, but his break came when he was brought in to be Isabella's singing coach for the song ""Blue Velvet"" in David's 1986 film Blue Velvet .",he,92,Badalamenti,92,"['Badalamenti', 'Gordon', 'Isabella', 'David']"
172,172,"In 1967, using the name ""Andy"", he co-wrote a song for Perrey and Kingsley's next album, Kaleidoscopic Vibrations: Electronic Pop Music From Way Out .",he,31,Andy,31,"['Andy', 'Perrey', 'Kingsley']"
173,173,"First known as Adolph, he was knighted in 1898 and changed his name to Adolph .",he,22,Adolph,22,"['Adolph', 'Adolph']"
174,174,Anna changed her patronymic to Pavlovna when she started performing on stage .,she,44,Anna,44,"['Anna', 'Pavlovna']"
175,175,"At the height of Petipa's strict academicism, the public was taken aback by Pavlova's style, a combination of a gift that paid little heed to academic rules: she frequently performed with bent knees, bad turnout, misplaced port de bras and incorrectly placed tours .",she,157,Pavlova,157,"['Petipa', 'Pavlova']"
176,176,"When the ballerina Mathilde was pregnant in 1901, she coached Pavlova in the role of Nikiya in La Bayad re .",she,49,Mathilde,49,"['Mathilde', 'Pavlova', 'Nikiya']"
177,177,"Kschessinska, not wanting to be upstaged, was certain Pavlova would fail in the role, as she was considered technically inferior because of her small ankles and lithe legs .",she,88,Pavlova,88,"['Kschessinska', 'Pavlova']"
178,178,"Nordi kept Pavlova's flame burning in London, well into the 1970s, where she tutored hundreds of pupils including many ballet stars .",she,72,Nordi,72,"['Nordi', 'Pavlova']"
179,179,"Victor , her manager and companion, asserted he was her husband in his biography of the dancer in 1932: Anna: In Art & Life .",he,44,Victor,44,"['Victor', 'Anna']"
180,180,"Pavlova inspired the choreographer Frederick when, as a boy of 13, he saw her dance in the Municipal Theater in Lima, Peru .",he,66,Pavlova,66,"['Pavlova', 'Frederick']"
181,181,"From this point Munson would pose for a few well-known visual artists, including painter Francis, illustrators Harrison, Archie, and Charles, and photographers Herzog and Arnold, but she was predominantly a sculptors' model .",she,182,Munson,182,"['Munson', 'Francis', 'Harrison', 'Archie', 'Charles', 'Herzog', 'Arnold']"
182,182,"The studio hired a lookalike named Jane to do Munson's acting scenes, while Munson did the scenes where she posed nude .",she,103,Munson,103,"['Jane', 'Munson', 'Munson']"
183,183,"Wilkins fell in love with Munson, and on February 27 murdered his wife, Julia, so he could be available for marriage .",he,81,Julia,81,"['Wilkins', 'Munson', 'Julia']"
184,184,"In 1948, after the onset of Parkinson's disease, he took his last photograph, an image of Point .",he,48,Parkinson,48,"['Parkinson', 'Point']"
185,185,"""At the recommendation of DeMille's secretary Arzner decided to start in the script department, typing scripts so she could learn ""what the film was to be all about . """,she,113,Arzner,113,"['DeMille', 'Arzner']"
186,186,"According to Arzner, Cruze told people she was ""his right arm . """,she,38,Cruze,38,"['Arzner', 'Cruze']"
187,187,"Through her work with Cruze, Arzner gained considerable leverage and threatened to leave Paramount for Columbia if she was not given a picture to direct .",she,114,Arzner,114,"['Cruze', 'Arzner']"
188,188,"""After The Wild Party, Arzner directed eleven more features for Paramount, including Sarah and Son , starring Ruth, and Honor Among Lovers , starring Claudette, though after 1932 she left the studio to work on a freelance basis .",she,178,Arzner,178,"['Arzner', 'Sarah', 'Son', 'Ruth', 'Claudette']"
189,189,"Hammond began his career as an American history professor at the University of North Dakota in 1923, where he began collaborating with Agapito, a Spanish professor .",he,106,Hammond,106,"['Hammond', 'Agapito']"
190,190,By 1967 Norris had improved enough that he scored victories over the likes of Vic .,he,39,Norris,39,"['Norris', 'Vic']"
191,191,"In 1979, Norris starred in A Force of One, where he played Matt, a world karate champion who assists the police in their investigation .",he,48,Norris,48,"['Norris', 'Matt']"
192,192,"Chun was founded by Chuck, and was originally based on Norris' training in Korea while he was in the military .",he,86,Chun,86,"['Chun', 'Chuck', ""Norris'""]"
193,193,Norris married his classmate Dianne in December 1958 when he was 18 and Dianne was 17 years of age .,he,57,Norris,57,"['Norris', 'Dianne', 'Dianne']"
194,194,"On April 22, 2008, Norris expressed his support for the intelligent design movement when he reviewed Ben's Expelled for Townhall .",he,88,Norris,88,['Norris']
195,195,Norris endorsed Huckabee again in the 2016 Republican Primary before he dropped out .,he,68,Huckabee,68,"['Norris', 'Huckabee']"
196,196,"Charles took on a lifelong role as Kathleen's literary agent, and also took care of many household management roles as she became increasingly successful as a writer .",she,118,Charles,118,"['Charles', 'Kathleen']"
197,197,"Through his grandmother, Grand Xenia, he is a great-grandson of Emperor Alexander and Empress Maria .",he,37,Grand Xenia,37,"['Grand Xenia', 'Alexander', 'Maria']"
198,198,Paul was one of his older brothers; Paul changed the spelling of his name as he became a popular songwriter .,he,76,Paul,76,"['Paul', 'Paul']"
199,199,"In 1919, Dreiser met his cousin Helen with whom he began an affair .",he,47,Dreiser,47,"['Dreiser', 'Helen']"
200,200,"Leavis wrote that Dreiser ""seems as though he learned English from a newspaper .",he,42,Dreiser,42,"['Leavis', 'Dreiser']"
201,201,Flora was living with Chaney in San Francisco when she became pregnant .,she,50,Flora,50,"['Flora', 'Chaney']"
202,202,"According to Flora's account, as recorded in the San Francisco Chronicle of June 4, 1875, Chaney demanded that she have an abortion .",she,110,Chaney,110,"['Flora', 'Chaney']"
203,203,"In his memoir, John, he claims also to have stolen French Frank's mistress Mamie .",he,20,John,20,"['John', 'Frank', 'Mamie']"
204,204,"""London met Bessie through his friend at Oakland High School, Fred; she was Fred's fianc e .",she,67,Bessie,67,"['Bessie', 'Fred', 'Fred']"
205,205,"""Jack was still so kind and gentle with Bessie that when Cloudsley was a house guest in February 1903 he didn't suspect a breakup of their marriage .",he,101,Cloudsley,101,"['Jack', 'Bessie', 'Cloudsley']"
206,206,"His oldest daughter, Sarah, lived with her family and had three surviving sons before he died; two of whom would become Butler's heirs by irrevocably taking his surname .",he,85,Sarah,85,"['Sarah', 'Butler']"
207,207,"More than a decade prior to Butler's death, he disinherited his only surviving son Thomas, together with his French-born wife and children .",he,43,Butler,43,"['Butler', 'Thomas']"
